KLs	+P5	-P5	+m3	-m3	+M3	-M3	diffusion	piece	composer	year
0.1576319053779427	0.21388927683941086	0.53600401288161	0.0	1.2621320309681109e-18	0.20955600529074092	0.04055070498823826	0.8306969535495352	..\ExtendedTonality\data\DataFrames\Un_Morceau_Opus_15_No._1__in_A_Minor_Aime-moi.mxl.csv	Alkan	1837.0
0.1632406627031874	0.2954217135067052	0.6479689108415762	0.0	0.0	0.056609375651747756	0.0	0.8616361291741119	..\ExtendedTonality\data\DataFrames\Un_Morceau_Opus_15_No._2_in_B_Minor_Le_Vent.mxl.csv	Alkan	1837.0
0.22184118121370217	0.6508360895286646	0.3353621531529101	5.859212854480988e-14	7.863539463678904e-14	5.857076976201192e-15	0.01380175731828224	0.8894280110723513	..\ExtendedTonality\data\DataFrames\Un_Morceau_Opus_15_No._3_in_E_Minor_Morte.mxl.csv	Alkan	1837.0
0.13086890196830148	0.46027564201557514	0.5397243577274597	2.0886070286197777e-10	0.0	4.7018622759890764e-11	2.610172725203176e-12	0.9258516284813976	..\ExtendedTonality\data\DataFrames\Etude_de_Bravoure_Opus_16_No._3_in_B_Minor.mxl.csv	Alkan	1837.0
0.17599472215683093	0.3504750873107982	0.5899652483741323	0.0	0.059559664315818904	0.0	0.0	0.9115960631532999	..\ExtendedTonality\data\DataFrames\Etude_de_Concert_pour_Piano_Le_Preux_Opus_17.mxl.csv	Alkan	1844.0
0.1278598805074453	0.6365611692648306	0.2730825214291209	0.0903563093060486	0.0	6.259912293388181e-17	6.003769530138481e-18	0.8289365645662198	..\ExtendedTonality\data\DataFrames\Saltarelle_Opus_23_in_E_Minor.mxl.csv	Alkan	1844.0
0.17200777076452178	0.515368733650569	0.48463126540600876	9.076956789383351e-10	2.570218740122936e-12	3.776884854807304e-12	2.937943828783306e-11	0.9360096316094731	..\ExtendedTonality\data\DataFrames\Gigue_Opus_24_No._1_in_A_Minor.mxl.csv	Alkan	1844.0
0.35289734881541507	0.32832509437407575	0.6607711498286948	6.498614828285686e-09	5.827327986471231e-12	0.010903749167641657	1.2514553385549118e-10	0.8706852599723296	..\ExtendedTonality\data\DataFrames\Alleluia_Opus_25_in_F_Major.mxl.csv	Alkan	1844.0
0.1846744939609013	0.5846994258504766	0.2019943635505189	0.10877731977263717	1.3335686721571705e-17	0.10452889082636725	0.0	0.8507209950114412	..\ExtendedTonality\data\DataFrames\Marche_Funebre_Opus_26_in_E_Minor.mxl.csv	Alkan	1844.0
0.0960946639761339	0.37268599049304424	0.547375168226293	0.0	0.07993884128066349	0.0	0.0	0.8362769634751124	..\ExtendedTonality\data\DataFrames\Marche_Triomphale_Opus_27_in_B_Major.mxl.csv	Alkan	1844.0
0.14081985411437897	0.2806710901549546	0.4429552496109281	0.0	0.12803755922107507	8.131516293641283e-18	0.14833610101304232	0.7491641510157454	..\ExtendedTonality\data\DataFrames\Etude_Opus_27_in_D_Minor_Le_Chemin_de_Fer.mxl.csv	Alkan	1844.0
0.06555364232651187	0.40159397642230504	0.5498055851992626	0.016611665108695516	0.03198877326973675	8.646512325571898e-18	1.562887938447987e-17	0.8734551336076263	..\ExtendedTonality\data\DataFrames\Bourree_dAuvergne_Opus_29_in_C_Minor.mxl.csv	Alkan	1846.0
